Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Peer Music,62U759_peer_music.txt,"Like, why is this your favorite?","this, your favorite",Neutral,0.6541
Peer Music,62U759_peer_music.txt,It made me want to ask them questions.,"it, me, them, questions",Positive,0.5089
Peer Music,1JVZTM_peer_music.txt,"They weren't like a genre that I would like pick to listen to, but I like probably wouldn't skip them if they were like in a playlist.","they, a genre, that, i, i, them, they, a playlist",Neutral,0.608
Peer Music,1JVZTM_peer_music.txt,So.,No clear aspect,Neutral,0.617
Peer Music,IQLWA6_peer_music.txt,People had really good songs.,"people, really good songs",Positive,0.9377
Peer Music,IQLWA6_peer_music.txt,I liked the participants' songs more than the computer suggestions.,"i, the participants' songs, the computer suggestions",Positive,0.9295
Peer Music,IQLWA6_peer_music.txt,"But when it was like someone else's like, I don't know, it's just something to it.","it, someone, i, it, something, it",Neutral,0.7242
Peer Music,IQLWA6_peer_music.txt,"But I was like, oh, I want to know this song like outside of here.","i, i, this song",Neutral,0.5134
Peer Music,IQLWA6_peer_music.txt,"the other participants' songs were like actually, you felt differently about those.","the other participants' songs, you, those",Neutral,0.8526
Peer Music,IQLWA6_peer_music.txt,"when I listen to like, the ones that like, this is another participant song.","i, that, this, another participant song",Neutral,0.6684
Peer Music,IQLWA6_peer_music.txt,I try to like picture what they're like.,"i, picture, what, they",Neutral,0.649
Peer Music,IQLWA6_peer_music.txt,"And especially if I did like the song, I'd be like, you sound like a really chill person.","i, the song, i, you, a really chill person",Positive,0.7271
Peer Music,IQLWA6_peer_music.txt,"I was like, I want to be friends.","i, i, friends",Positive,0.6041
Peer Music,IQLWA6_peer_music.txt,"Because I think when even like with the participant song, like in the beginning, like I was like really focused on like, oh, like what is this?","i, the participant song, the beginning, i, what, this",Neutral,0.7552
Peer Music,IQLWA6_peer_music.txt,And then like they keep me engaged until the end,"they, me, the end",Neutral,0.782
Peer Music,IQLWA6_peer_music.txt,"and then I'd be like, oh, that's a good song.","i, that, a good song",Positive,0.9217
Peer Music,QNJQ2F_peer_music.txt,It was okay.,it,Positive,0.8193
Peer Music,QNJQ2F_peer_music.txt,It wasn't like my thing really.,"it, my thing",Negative,0.4793
Peer Music,QNJQ2F_peer_music.txt,"But I mean, some of it was similar to what I would listen to.","i, some, it, what, i",Neutral,0.7282
Peer Music,W5T7LB_peer_music.txt,It was fun when like there was other people in the room and it said that it was someone else's favorite song," it, other people, the room, it, it, someone, else's favorite song",Positive,0.9343
Peer Music,W5T7LB_peer_music.txt,"and then I could kind of like I was kind of like guessing like where they were maybe, or when it was my favorite song and being like, do they think it's like me?

it was definitely more enjoyable when it was like, when I could see other people were listening as well","i, i, they, it, my favorite song, they, it, me, it, it, i, other people",Positive,0.9233
Peer Music,W5T7LB_peer_music.txt,"And then like the other participants, a couple of them I liked, and some of them I didn't, I wouldn't like gravitate towards.","the other participants, a couple, them, i, some, them, i, i, gravitate",Neutral,0.5269
Peer Music,W5T7LB_peer_music.txt,"But like I could recognize like artists in some of them, which was cool, but I didn't recognize like, I don't think any of the songs I, other than my own were ones that I like actually recognized.","i, artists, some, them, which, i, i, any, the songs, i, ones, that, i",Neutral,0.5539
Peer Music,V1B21E_peer_music.txt,"But I did like the songs from the other participants, like the very varying genres.","i, the songs, the other participants, the very varying genres",Positive,0.8947
Peer Music,V1B21E_peer_music.txt,"The first one I heard was exactly the genres that I listened to, but the last one I heard was very much not.","the first one, i, exactly the genres, that, i, the last one, i",Neutral,0.4717
Peer Music,V1B21E_peer_music.txt,"It was more like Wrap in production and whatnot, but it had a bunch of orchestral elements in it, which was really cool.","it, wrap, production, it, a bunch, orchestral elements, it, which",Positive,0.9772
Peer Music,V1B21E_peer_music.txt,"Yeah, there's always at least like one part in every song from another participant that I'm like,","one part, every song, another participant, that, i",Neutral,0.7031
Peer Music,V1B21E_peer_music.txt,"oh yeah, that was actually a really good part","that, a really good part",Positive,0.9849
Peer Music,V1B21E_peer_music.txt,and it'd be worth listening to the song again to hear it again.,"it, the song, it",Positive,0.9297
Peer Music,V1B21E_peer_music.txt,"I wish I could like provide context to them because two of them, it was like your personal favorite song.","i, i, context, them, them, it, your personal favorite song",Positive,0.491
Peer Music,V1B21E_peer_music.txt,"And I was like, under very certain circumstances, Are those like my very personal favorite songs?","i, very certain circumstances, those, my very personal favorite songs",Neutral,0.6315
Peer Music,V1B21E_peer_music.txt,"Because they're from like olden times, is like how I describe them.","they, olden times, i, them",Neutral,0.7942
Peer Music,V1B21E_peer_music.txt,Because I just listen to music through like weekly obsessions.,"i, music, weekly obsessions",Neutral,0.6505
Peer Music,V1B21E_peer_music.txt,"So like my personal favorite song is not the ones that were up there, but obviously that's why I picked those because like they last kind of through the obsessions.","my personal favorite song, the ones, that, that, i, those, they, the obsessions",Positive,0.6711
Peer Music,V1B21E_peer_music.txt,"But yeah, I wish I could like explain why or how I ended up with them.","i, i, i, them",Neutral,0.5455
Peer Music,PUN5JW_peer_music.txt,Yeah.,No clear aspect,Neutral,0.5491
Peer Music,PUN5JW_peer_music.txt,I really liked one person's song that was like somebody's in the session.,"i, one person's song, that, somebody, the session",Positive,0.9485
Peer Music,VD1PLG_peer_music.txt,"Some, like I think like a lot of like the personal songs, like not the like fun ones, are just different.","some, i, a lot, the personal songs, not the like fun ones",Neutral,0.6714
Peer Music,VD1PLG_peer_music.txt,Like they're not for me.,"they, me",Negative,0.725
Peer Music,VD1PLG_peer_music.txt,I just don't think like I relate to it.,"i, i, it",Negative,0.896
Peer Music,VD1PLG_peer_music.txt,"One of the songs, I only see like, remember when it was like moonlight themed?","the songs, i, it, moonlight",Neutral,0.8586
Peer Music,VD1PLG_peer_music.txt,It was like by a guy.,"it, a guy",Neutral,0.7403
Peer Music,VD1PLG_peer_music.txt,"But I was like, this means something to someone.","i, this, something, someone",Neutral,0.5201
Peer Music,VD1PLG_peer_music.txt,"So I'm like, I was like, for a second I was like, I wonder how they think of my songs.","i, i, i, i, they, my songs",Neutral,0.838
Peer Music,VD1PLG_peer_music.txt,I don't think I count like songs like that as my favorite because I don't emotionally relate to them.,"i, i, songs, that, i, them",Negative,0.7499
Peer Music,VD1PLG_peer_music.txt,"I'm like, I feel like a lot of them are like from the perspective of a man to begin with.","i, i, a lot, them, the perspective, a man",Neutral,0.6556
Peer Music,IAFS52_peer_music.txt,They were a lot more similar to my music tastes than they thought they would be.,"they, my music, they, they",Positive,0.6955
Peer Music,IAFS52_peer_music.txt,That kind of like shocked me.,"that kind, me",Negative,0.8505
Peer Music,IAFS52_peer_music.txt,"the other people's songs that they had, that you heard, you felt like you were able to relate to those a little bit more. 

or at least it felt like I'm connecting to someone even though I do not know them.","that, they, you, you, you, those, it, i, someone, i, them",Positive,0.699
Peer Music,Y1I6D6_peer_music.txt,"They're all just kind of like not very great songs, I don't think.","they, not very great songs, i",Negative,0.9069
Peer Music,Y1I6D6_peer_music.txt,One sounded like it was from a musical,it,Neutral,0.7027
Peer Music,Y1I6D6_peer_music.txt,and I didn't really like that.,"i, that",Negative,0.8423
Peer Music,Y1I6D6_peer_music.txt,Another one was very repetitive.,another one,Negative,0.9336
Peer Music,Y1I6D6_peer_music.txt,And then they were just all kind of sad.,they,Negative,0.9163
Peer Music,Y1I6D6_peer_music.txt,"And I was like, I don't know.","i, i",Neutral,0.6151
Peer Music,Y1I6D6_peer_music.txt,I don't like this music right now.,"i, this music",Negative,0.9765
Peer Music,Y1I6D6_peer_music.txt,But the rest of them I was kind of like... this is garbage.,"the rest, them, i, this, garbage",Negative,0.9361
Peer Music,Y1I6D6_peer_music.txt,This is hot garbage.,"this, hot garbage",Negative,0.9625
Peer Music,Y1I6D6_peer_music.txt,Yeah.,No clear aspect,Neutral,0.5491
Peer Music,Y1I6D6_peer_music.txt,A whole bunch of hot garbage.,"a whole bunch, hot garbage",Negative,0.9695
Peer Music,P7WEZC_peer_music.txt,"But then when I saw this is a computer [suggested] song that's recommended for you, I was just like, “OK, cool.”","i, this, a computer, song, that, you, i",Positive,0.8029
Peer Music,P7WEZC_peer_music.txt,"I like this too, but it's not the same because it's not somebody else recommending this for you.","i, this, it, it, somebody, this, you",Neutral,0.5351
Peer Music,JAC6MU_peer_music.txt,I don't think I heard enough of it.,"i, i, it",Negative,0.698
Peer Music,JAC6MU_peer_music.txt,I guess the study should have just been longer.,"i, the study",Neutral,0.6073
Peer Music,JAC6MU_peer_music.txt,That's what I thought.,"that, what, i",Neutral,0.8091
Peer Music,JAC6MU_peer_music.txt,Because I only heard two other people's songs.,"i, two other people's songs",Neutral,0.5203
Peer Music,JAC6MU_peer_music.txt,Okay.,No clear aspect,Neutral,0.5844
Peer Music,JAC6MU_peer_music.txt,And they were okay.,they,Positive,0.71
Peer Music,JAC6MU_peer_music.txt,They're fine.,they,Positive,0.63
Peer Music,JAC6MU_peer_music.txt,I don't know.,i,Neutral,0.5667
Peer Music,JAC6MU_peer_music.txt,I didn't have a strong reaction to either of them.,"i, a strong reaction, either, them",Negative,0.5487
Peer Music,JAC6MU_peer_music.txt,"But the two, like from other people, actually one of them I really liked.","other people, them, i",Positive,0.9312
Peer Music,JAC6MU_peer_music.txt,One of them I was a big fan of.,"them, i, a big fan",Positive,0.7883
Peer Music,JAC6MU_peer_music.txt,"But with the other people, it's like, okay, I'll hear you out.","the other people, it, i, you",Neutral,0.7481
Peer Music,L0CULX_peer_music.txt,I don't know.,i,Neutral,0.5667
